InventoryId,Store,Brand,Description,Size,SalesQuantity,SalesDollars,SalesPrice,SalesDate,Volume,Classification,ExciseTax,VendorNo,VendorName
20_BREDWARDINE_8170,20,8170,Courvoisier VS Cognac,50mL,1,2.99,2.99,1/29/2016,50,1,0.05,12546,JIM BEAM BRANDS COMPANY    
67_EANVERNESS_4157,67,4157,Smirnoff Green Apple Vodka,50mL,3,2.97,0.99,1/17/2016,50,1,0.16,3960,DIAGEO NORTH AMERICA INC   
14_BROMWICH_3701,14,3701,UV Sangria Vodka,50mL,1,0.99,0.99,2/1/2016,50,1,0.05,9206,PHILLIPS PRODUCTS CO.      
10_HORNSEY_168,10,168,Three Olives Strawberry,750mL,1,11.99,11.99,2/16/2016,750,1,0.79,7245,PROXIMO SPIRITS INC.       
69_MOUNTMEND_3503,69,3503,Smirnoff Sorbet Rasp/Pomegra,750mL,6,65.94,10.99,1/23/2016,750,1,4.72,3960,DIAGEO NORTH AMERICA INC   
39_EASTHALLOW_14006,39,14006,Apothic Winemakers Red Blend,750mL,1,9.99,9.99,1/17/2016,750,2,0.11,3252,E & J GALLO WINERY         
50_MOUNTMEND_4938,50,4938,Kapali Coffee,750mL,1,8.99,8.99,1/22/2016,750,1,0.79,8004,SAZERAC CO INC             
52_GRAYCOTT_2704,52,2704,Serpent's Bite Cider Whiskey,50mL,2,1.98,0.99,1/13/2016,50,1,0.1,1392,CONSTELLATION BRANDS INC   
36_LEWES_5491,36,5491,Rumpleminze,50mL,1,1.99,1.99,1/11/2016,50,1,0.05,3960,DIAGEO NORTH AMERICA INC   
40_BULLMAR_4262,40,4262,Capt Morgan Spiced Rum,750mL,1,14.99,14.99,1/30/2016,750,1,0.79,3960,DIAGEO NORTH AMERICA INC   
61_AETHELNEY_5457,61,5457,After Shock Hot & Cool Cinmn,50mL,2,3.98,1.99,1/19/2016,50,1,0.1,12546,JIM BEAM BRANDS COMPANY    
1_HARDERSFIELD_4280,1,4280,Capt Morgan Parrot Bay Coco,1.75L,1,23.99,23.99,2/19/2016,1750,1,1.84,3960,DIAGEO NORTH AMERICA INC   
30_CULCHETH_26428,30,26428,Latour Macon Village Chamery,750mL,3,41.97,13.99,1/27/2016,750,2,0.34,9552,M S WALKER INC             
24_PALPERROTH_4303,24,4303,Calico Jack Spiced Rum,750mL,2,15.98,7.99,1/9/2016,750,1,1.57,12546,JIM BEAM BRANDS COMPANY    
68_SOLARIS_37049,68,37049,Argyle Willamette Pnt Nr,750mL,1,19.99,19.99,1/2/2016,750,2,0.11,4425,MARTIGNETTI COMPANIES
59_CLAETHORPES_1892,59,1892,Yukon Jack,50mL,21,20.79,0.99,1/28/2016,50,1,1.1,3960,DIAGEO NORTH AMERICA INC   
15_WANBORNE_3268,15,3268,Pinnacle CranApple Vodka,750mL,1,9.99,9.99,2/16/2016,750,1,0.79,12546,JIM BEAM BRANDS COMPANY    
34_PITMERDEN_26462,34,26462,Ravenswood Znfdl Sonoma,750mL,1,16.99,16.99,1/24/2016,750,2,0.11,1392,CONSTELLATION BRANDS INC   
73_DONCASTER_47090,73,47090,Napa Cellars Cab Svgn Napa,750mL,1,23.99,23.99,1/9/2016,750,2,0.11,8892,TRINCHERO FAMILY ESTATES   
33_HORNSEY_33278,33,33278,Villa Cornaro Pnt Grigio LTD,750mL,1,7.99,7.99,1/6/2016,750,2,0.11,4425,MARTIGNETTI COMPANIES
7_STANMORE_3826,7,3826,Skyy Vodka,1.75L,1,24.99,24.99,1/6/2016,1750,1,1.84,11567,CAMPARI AMERICA            
78_EASTHAVEN_28147,78,28147,Kris Pnt Grigio Alto Adige,750mL,1,12.99,12.99,1/12/2016,750,2,0.11,2000,SOUTHERN WINE & SPIRITS NE 
46_TYWARDREATH_3180,46,3180,New Amsterdam Vodka,1.75L,1,16.99,16.99,1/2/2016,1750,1,1.84,3252,E & J GALLO WINERY         
59_CLAETHORPES_3405,59,3405,Tito's Handmade Vodka,1.75L,3,89.97,29.99,1/15/2016,1750,1,5.51,4425,MARTIGNETTI COMPANIES
48_NORFOLK_14439,48,14439,Barefoot Sweet Red,750mL,1,6.29,6.29,1/17/2016,750,2,0.11,3252,E & J GALLO WINERY         
76_DONCASTER_11141,76,11141,C K Mondavi Chard,1.5L,4,39.96,9.99,1/22/2016,1500,2,0.9,2000,SOUTHERN WINE & SPIRITS NE 
26_KNIFE'S EDGE_3545,26,3545,Ketel One Vodka,1.75L,1,29.99,29.99,1/19/2016,1750,1,1.84,3960,DIAGEO NORTH AMERICA INC   
7_STANMORE_46021,7,46021,Spellbound Cab Svgn Cal,750mL,4,55.96,13.99,1/29/2016,750,2,0.45,9165,ULTRA BEVERAGE COMPANY LLP 
62_KILMARNOCK_4227,62,4227,Bacardi Superior Rum Trav,1.75L,9,161.91,17.99,1/9/2016,1750,1,16.54,480,BACARDI USA INC            
50_MOUNTMEND_40538,50,40538,Phillips Incognito Lodi Rd,750mL,1,15.99,15.99,1/15/2016,750,2,0.11,4425,MARTIGNETTI COMPANIES
36_LEWES_7985,36,7985,Noilly Prat Extra Dry Vermou,Liter,1,9.99,9.99,1/5/2016,1000,1,1.05,480,BACARDI USA INC            
69_MOUNTMEND_14701,69,14701,Cupcake Red Velvet,750mL,2,16.98,8.49,1/4/2016,750,2,0.22,9815,WINE GROUP INC             
34_PITMERDEN_3728,34,3728,Absolut Citron,1.75L,2,49.98,24.99,1/3/2016,1750,1,3.67,17035,PERNOD RICARD USA          
56_BEGGAR'S HOLE_1244,56,1244,Jack Daniels Winter Jack,750mL,3,47.97,15.99,1/9/2016,750,1,2.36,1128,BROWN-FORMAN CORP          
55_DRY GULCH_24686,55,24686,Barco Negro Douro,750mL,1,7.99,7.99,1/7/2016,750,2,0.11,9165,ULTRA BEVERAGE COMPANY LLP 
15_WANBORNE_15094,15,15094,Butter Chard,750mL,1,15.99,15.99,2/26/2016,750,2,0.11,9165,ULTRA BEVERAGE COMPANY LLP 
8_ALNERWICK_39413,8,39413,Mirassou Pnt Nr Cntrl Coast,750mL,2,17.98,8.99,1/29/2016,750,2,0.22,3252,E & J GALLO WINERY         
32_MOUNTMEND_6867,32,6867,Rodney Strong Pnt Nr,750mL,1,18.99,18.99,1/17/2016,750,2,0.11,4425,MARTIGNETTI COMPANIES
76_DONCASTER_3754,76,3754,Smirnoff Blueberry Vodka,750mL,1,10.99,10.99,1/26/2016,750,1,0.79,3960,DIAGEO NORTH AMERICA INC   
33_HORNSEY_3637,33,3637,Zhenka Vodka Plastic,750mL,2,10.58,5.29,1/28/2016,750,1,1.57,9552,M S WALKER INC             
41_LARNWICK_10723,41,10723,R M Woodbridge Chard,1.5L,2,27.98,13.99,1/14/2016,1500,2,0.45,1392,CONSTELLATION BRANDS INC   
11_CARDEND_17001,11,17001,Martinshof Gruner Veltliner,750mL,2,27.98,13.99,1/29/2016,750,2,0.22,90010,VINEXTRA INC               
6_GOULCREST_1725,6,1725,Ole Smoky White Lightnin',750mL,1,18.99,18.99,1/19/2016,750,1,0.79,6359,OLE SMOKY DISTILLERY LLC   
55_DRY GULCH_15917,55,15917,Simply Naked Chard,750mL,1,6.99,6.99,1/6/2016,750,2,0.11,1392,CONSTELLATION BRANDS INC   
29_AYLESBURY_5365,29,5365,Kahlua,750mL,2,39.98,19.99,1/14/2016,750,1,1.57,17035,PERNOD RICARD USA          
30_CULCHETH_1385,30,1385,Makers Mark,750mL,2,53.98,26.99,1/18/2016,750,1,1.57,12546,JIM BEAM BRANDS COMPANY    
67_EANVERNESS_2015,67,2015,Jack Daniels Tennessee Honey,750mL,2,53.98,26.99,1/1/2016,750,1,1.57,1128,BROWN-FORMAN CORP          
50_MOUNTMEND_1692,50,1692,Everclear 151,750mL,3,59.97,19.99,1/29/2016,750,1,2.36,8352,LUXCO INC                  
13_TARMSWORTH_2757,13,2757,Johnnie Walker Red Label,1.75L,1,29.99,29.99,2/21/2016,1750,1,1.84,3960,DIAGEO NORTH AMERICA INC   
39_EASTHALLOW_18013,39,18013,Cecchi Sangiovese,750mL,2,13.98,6.99,1/12/2016,750,2,0.22,9165,ULTRA BEVERAGE COMPANY LLP 
78_EASTHAVEN_8737,78,8737,Freixenet Cordon Negro Brut,750mL,1,12.99,12.99,1/31/2016,750,2,0.11,4425,MARTIGNETTI COMPANIES
15_WANBORNE_2676,15,2676,Grand MacNish,1.75L,2,35.98,17.99,1/28/2016,1750,1,3.67,9552,M S WALKER INC             
73_DONCASTER_41213,73,41213,A to Z Pnt Nr Ore,750mL,2,35.98,17.99,1/3/2016,750,2,0.22,9165,ULTRA BEVERAGE COMPANY LLP 
9_BLACKPOOL_8066,9,8066,DeKuyper Triple Sec,1.75L,3,26.97,8.99,1/10/2016,1750,1,5.51,12546,JIM BEAM BRANDS COMPANY    
18_FURNESS_1180,18,1180,Evan Williams Black Label B,1.75L,2,35.98,17.99,1/29/2016,1750,1,3.67,3924,HEAVEN HILL DISTILLERIES   
72_HARDERSFIELD_9145,72,9145,Smirnoff Kissed Caramel,50mL,2,1.98,0.99,1/31/2016,50,1,0.1,3960,DIAGEO NORTH AMERICA INC   
1_HARDERSFIELD_8178,1,8178,Bulleit Bourbon,750mL,3,83.97,27.99,2/12/2016,750,1,2.36,3960,DIAGEO NORTH AMERICA INC   
25_CAERSHIRE_1039,25,1039,Three Olives Vodka w/Flask,750mL,1,12.99,12.99,1/9/2016,750,1,0.79,7245,PROXIMO SPIRITS INC.       
1_HARDERSFIELD_1296,1,1296,Tap 357 Maple Rye Whisky,750mL,2,53.98,26.99,2/29/2016,750,1,1.57,4425,MARTIGNETTI COMPANIES
25_CAERSHIRE_8131,25,8131,Lillet White French Aperiti,750mL,1,17.99,17.99,1/2/2016,750,2,0.11,17035,PERNOD RICARD USA          
19_WINTERVALE_3348,19,3348,Bombay Sapphire Gin,1.75L,2,73.98,36.99,1/29/2016,1750,1,3.67,480,BACARDI USA INC            
76_DONCASTER_25282,76,25282,Ransom Sweet Vermouth,500mL,1,18.99,18.99,1/30/2016,500,2,0.08,4425,MARTIGNETTI COMPANIES
14_BROMWICH_3500,14,3500,Tito's Handmade Vodka,50mL,13,25.87,1.99,1/12/2016,50,1,0.68,4425,MARTIGNETTI COMPANIES
34_PITMERDEN_21813,34,21813,Canyon Rd Chard,750mL,12,57.48,4.79,1/6/2016,750,2,1.35,3252,E & J GALLO WINERY         
60_IRRAGIN_3405,60,3405,Tito's Handmade Vodka,1.75L,5,149.95,29.99,1/13/2016,1750,1,9.19,4425,MARTIGNETTI COMPANIES
15_WANBORNE_8288,15,8288,Korbel Brut,750mL,1,12.99,12.99,2/1/2016,750,2,0.11,1128,BROWN-FORMAN CORP          
50_MOUNTMEND_8778,50,8778,Bulleit Bourbon,1.75L,2,99.98,49.99,1/18/2016,1750,1,3.67,3960,DIAGEO NORTH AMERICA INC   
34_PITMERDEN_7991,34,7991,Stock Italian X Dry Vermouth,1.5L,2,19.98,9.99,1/15/2016,1500,1,3.15,8352,LUXCO INC                  
72_HARDERSFIELD_35914,72,35914,Stone Cellars Chard,1.5L,6,47.94,7.99,1/23/2016,1500,2,1.35,9819,TREASURY WINE ESTATES      
66_EANVERNESS_23212,66,23212,The Dreaming Tree Pnt Nr CA,750mL,2,29.98,14.99,1/12/2016,750,2,0.22,1392,CONSTELLATION BRANDS INC   
76_DONCASTER_3961,76,3961,Grey Goose La Poire Vodka,750mL,1,23.99,23.99,1/7/2016,750,1,0.79,480,BACARDI USA INC            
56_BEGGAR'S HOLE_3344,56,3344,Bombay Sapphire Gin,750mL,2,39.98,19.99,1/2/2016,750,1,1.57,480,BACARDI USA INC            
23_ARBINGTON_1535,23,1535,Gentleman Jack,50mL,1,3.99,3.99,1/6/2016,50,1,0.05,1128,BROWN-FORMAN CORP          
9_BLACKPOOL_2656,9,2656,Cutty Sark,1.75L,1,24.99,24.99,1/7/2016,1750,1,1.84,2561,EDRINGTON AMERICAS         
1_HARDERSFIELD_2800,1,2800,Laphroaig 15 Yr Single Malt,750mL,1,79.99,79.99,1/6/2016,750,1,0.79,12546,JIM BEAM BRANDS COMPANY    
54_GUTHRAM_6213,54,6213,Taylor Red Port,1.5L,1,7.99,7.99,1/1/2016,1500,2,0.22,1392,CONSTELLATION BRANDS INC   
10_HORNSEY_1920,10,1920,Bowman Brothers Small Batch,750mL,1,29.99,29.99,2/13/2016,750,1,0.79,8004,SAZERAC CO INC             
62_KILMARNOCK_46202,62,46202,Yellow Tail Pnt Grigio Ausl,1.5L,1,14.99,14.99,1/29/2016,1500,2,0.22,4425,MARTIGNETTI COMPANIES
74_PAENTMARWY_8155,74,8155,Black Velvet Plastic,375mL,1,4.99,4.99,1/8/2016,375,1,0.39,1392,CONSTELLATION BRANDS INC   
68_SOLARIS_17707,68,17707,Smoking Loon Steelbird Chard,750mL,2,19.98,9.99,1/29/2016,750,2,0.22,9552,M S WALKER INC             
71_CLARCTON_39254,71,39254,Las Rocas Garnacha San Alej,750mL,3,32.97,10.99,1/8/2016,750,2,0.34,3252,E & J GALLO WINERY         
41_LARNWICK_15047,41,15047,Zaccagnini Pnt Grigio,750mL,2,37.98,18.99,1/9/2016,750,2,0.22,2000,SOUTHERN WINE & SPIRITS NE 
76_DONCASTER_18734,76,18734,Little Black Dress Divalicio,750mL,3,26.97,8.99,1/15/2016,750,2,0.34,516,BANFI PRODUCTS CORP        
74_PAENTMARWY_39146,74,39146,Matua Svgn Bl Marlboro,750mL,1,11.99,11.99,1/6/2016,750,2,0.11,9819,TREASURY WINE ESTATES      
68_SOLARIS_6734,68,6734,Gallo Twin Valley Cab Svgn C,1.5L,2,19.98,9.99,1/21/2016,1500,2,0.45,3252,E & J GALLO WINERY         
67_EANVERNESS_24286,67,24286,Kendall Jackson Gr RSV Cab S,750mL,1,25.99,25.99,1/10/2016,750,2,0.11,10000,MAJESTIC FINE WINES        
17_OLDHAM_1479,17,1479,Ten High,1.75L,2,24.98,12.49,1/14/2016,1750,1,3.67,660,SAZERAC NORTH AMERICA INC. 
34_PITMERDEN_8155,34,8155,Black Velvet Plastic,375mL,1,4.99,4.99,1/3/2016,375,1,0.39,1392,CONSTELLATION BRANDS INC   
73_DONCASTER_3197,73,3197,Pinnacle Vodka 100 Proof,1.75L,3,62.97,20.99,1/4/2016,1750,1,5.51,12546,JIM BEAM BRANDS COMPANY    
11_CARDEND_1738,11,1738,Ole Smoky Moonshine Cherries,750mL,1,18.99,18.99,1/16/2016,750,1,0.79,6359,OLE SMOKY DISTILLERY LLC   
29_AYLESBURY_7535,29,7535,Gekkeikan Sake,750mL,1,5.99,5.99,1/2/2016,750,1,0.79,8320,SHAW ROSS INT L IMP LTD    
41_LARNWICK_3409,41,3409,Crystal Head Vodka,750mL,1,49.99,49.99,1/22/2016,750,1,0.79,9165,ULTRA BEVERAGE COMPANY LLP 
49_GARIGILL_3893,49,3893,Zhenka 80 Proof,1.75L,3,29.97,9.99,1/1/2016,1750,1,5.51,9552,M S WALKER INC             
68_SOLARIS_1231,68,1231,Jack Daniels No 7 Black,375mL,1,12.99,12.99,1/20/2016,375,1,0.39,1128,BROWN-FORMAN CORP          
44_PORTHCRAWL_126,44,126,Grey Goose Vodka,Liter,1,32.99,32.99,1/29/2016,1000,1,1.05,480,BACARDI USA INC            
78_EASTHAVEN_4262,78,4262,Capt Morgan Spiced Rum,750mL,2,29.98,14.99,1/17/2016,750,1,1.57,3960,DIAGEO NORTH AMERICA INC   
68_SOLARIS_32368,68,32368,Cavit Pinot Noir Delle Vene,1.5L,1,14.99,14.99,1/13/2016,1500,2,0.22,6785,PALM BAY INTERNATIONAL INC 
23_ARBINGTON_28947,23,28947,R M Woodbridge Merlot Cal,1.5L,2,27.98,13.99,1/24/2016,1500,2,0.45,1392,CONSTELLATION BRANDS INC   
37_PAETHSMOUTH_7715,37,7715,Andre Extra Dry,750mL,1,5.99,5.99,1/16/2016,750,2,0.11,3252,E & J GALLO WINERY         
41_LARNWICK_1366,41,1366,Red Stag by Jim Beam,50mL,16,20.64,1.29,1/16/2016,50,1,0.84,12546,JIM BEAM BRANDS COMPANY    
75_BARNCOMBE_3783,75,3783,Ciroc Apple Vodka,50mL,2,3.98,1.99,1/9/2016,50,1,0.1,3960,DIAGEO NORTH AMERICA INC   
49_GARIGILL_3658,49,3658,Patron Anejo Tequila,750mL,2,117.98,58.99,1/2/2016,750,1,1.57,9165,ULTRA BEVERAGE COMPANY LLP 
54_GUTHRAM_1232,54,1232,Jack Daniels No 7 Black,750mL,1,22.99,22.99,1/9/2016,750,1,0.79,1128,BROWN-FORMAN CORP          
10_HORNSEY_3745,10,3745,Taaka Vodka Traveler,750mL,2,9.98,4.99,2/5/2016,750,1,1.57,8004,SAZERAC CO INC             
62_KILMARNOCK_652,62,652,Frangelico Gift Pack-Candle,750mL,1,24.99,24.99,1/9/2016,750,1,0.79,11567,CAMPARI AMERICA            
31_HORNSEY_5767,31,5767,Jose Cuervo Strawberry Marg,1.75L,1,13.99,13.99,1/9/2016,1750,1,1.84,7245,PROXIMO SPIRITS INC.       
25_CAERSHIRE_40175,25,40175,M & R Asti 4 Pak,187mL 4 Pk,1,11.99,11.99,1/16/2016,187,2,0.03,480,BACARDI USA INC            
78_EASTHAVEN_6650,78,6650,Simi Chard,750mL,2,21.98,10.99,1/6/2016,750,2,0.22,1392,CONSTELLATION BRANDS INC   
60_IRRAGIN_2615,60,2615,Chivas Regal,50mL,2,6.98,3.49,1/6/2016,50,1,0.1,17035,PERNOD RICARD USA          
6_GOULCREST_2690,6,2690,Black Velvet Reserve,750mL,1,9.99,9.99,1/22/2016,750,1,0.79,1392,CONSTELLATION BRANDS INC   
78_EASTHAVEN_2127,78,2127,Canadian Ltd,1.75L,1,10.49,10.49,1/6/2016,1750,1,1.84,660,SAZERAC NORTH AMERICA INC. 
68_SOLARIS_26551,68,26551,C R Clrs Fortissimo Red,4L,1,21.99,21.99,1/19/2016,4000,2,0.6,2000,SOUTHERN WINE & SPIRITS NE 
59_CLAETHORPES_5676,59,5676,Kinky Liqueur,50mL,9,17.91,1.99,1/8/2016,50,1,0.47,7153,PINE STATE TRADING CO      
12_LEESIDE_12465,12,12465,Cline Cashmere Red Cal,750mL,1,8.99,8.99,1/17/2016,750,2,0.11,4425,MARTIGNETTI COMPANIES
78_EASTHAVEN_3893,78,3893,Zhenka 80 Proof,1.75L,4,39.96,9.99,1/20/2016,1750,1,7.35,9552,M S WALKER INC             
78_EASTHAVEN_3637,78,3637,Zhenka Vodka Plastic,750mL,2,10.58,5.29,1/19/2016,750,1,1.57,9552,M S WALKER INC             
73_DONCASTER_14006,73,14006,Apothic Winemakers Red Blend,750mL,27,269.73,9.99,1/24/2016,750,2,3.04,3252,E & J GALLO WINERY         
79_BALLYMENA_3877,79,3877,Smirnoff Green Apple Vodka,750mL,1,10.99,10.99,1/13/2016,750,1,0.79,3960,DIAGEO NORTH AMERICA INC   
34_PITMERDEN_3805,34,3805,Cuervo Silver Rolling Stones,750mL,1,14.99,14.99,1/19/2016,750,1,0.79,7245,PROXIMO SPIRITS INC.       
53_HILLFAR_5805,53,5805,Jose Cuervo Light Margaritas,1.75L,1,13.99,13.99,1/29/2016,1750,1,1.84,7245,PROXIMO SPIRITS INC.       
39_EASTHALLOW_8111,39,8111,Smirnoff 80 Proof,50mL,7,6.93,0.99,1/30/2016,50,1,0.37,3960,DIAGEO NORTH AMERICA INC   
11_CARDEND_4294,11,4294,Goslings Black Seal 151,750mL,1,15.99,15.99,2/13/2016,750,1,0.79,1485,CASTLE BRANDS CORP.        
72_HARDERSFIELD_5462,72,5462,Barenjager Honey Liqueur,750mL,1,21.99,21.99,1/10/2016,750,1,0.79,6355,NICHE W & S                
56_BEGGAR'S HOLE_3899,56,3899,Platinum 7X Distilled Vodka,375mL,2,7.98,3.99,1/17/2016,375,1,0.79,8004,SAZERAC CO INC             
75_BARNCOMBE_1220,75,1220,Woodford Reserve Bourbon,750mL,1,29.99,29.99,1/2/2016,750,1,0.79,1128,BROWN-FORMAN CORP          
49_GARIGILL_3724,49,3724,Absolut Citron,750mL,3,53.97,17.99,1/2/2016,750,1,2.36,17035,PERNOD RICARD USA          
13_TARMSWORTH_2894,13,2894,Scoresby Rare,1.75L,1,17.99,17.99,2/27/2016,1750,1,1.84,3960,DIAGEO NORTH AMERICA INC   
6_GOULCREST_38850,6,38850,Ravenswood Vntrs Bl Cab Svgn,750mL,1,10.99,10.99,1/25/2016,750,2,0.11,1392,CONSTELLATION BRANDS INC   
75_BARNCOMBE_3505,75,3505,Tito's Handmade Vodka,750mL,1,21.99,21.99,1/13/2016,750,1,0.79,4425,MARTIGNETTI COMPANIES
15_WANBORNE_33682,15,33682,R Mondavi Pvt Slctn Cab Sv,1.5L,1,17.99,17.99,2/28/2016,1500,2,0.22,1392,CONSTELLATION BRANDS INC   
52_GRAYCOTT_29128,52,29128,Sutter Home Merlot Cal,187mL 4 Pk,1,5.99,5.99,1/15/2016,187,2,0.03,8892,TRINCHERO FAMILY ESTATES   
10_HORNSEY_4413,10,4413,Casamigos Blanco,50mL,9,17.91,1.99,2/10/2016,50,1,0.47,6213,MHW LTD                    
1_HARDERSFIELD_1261,1,1261,Jim Beam Kentucky Fire,50mL,4,3.96,0.99,2/16/2016,50,1,0.21,12546,JIM BEAM BRANDS COMPANY    
32_MOUNTMEND_33874,32,33874,Bella Sera Pinot Grigio Del,1.5L,1,9.99,9.99,1/2/2016,1500,2,0.22,3252,E & J GALLO WINERY         
18_FURNESS_3738,18,3738,Three Olives Chocolate Vodka,750mL,1,11.99,11.99,1/21/2016,750,1,0.79,7245,PROXIMO SPIRITS INC.       
67_EANVERNESS_20357,67,20357,Apothic Dark,750mL,8,79.92,9.99,1/31/2016,750,2,0.9,3252,E & J GALLO WINERY         
58_HARTLEPOOL_1024,58,1024,Hennessey VS +VSOP 50mL,750mL,2,55.98,27.99,1/17/2016,750,1,1.57,8112,MOET HENNESSY USA INC      
55_DRY GULCH_3025,55,3025,Ciroc Snap Frost Vodka,375mL,1,11.99,11.99,1/22/2016,375,1,0.39,3960,DIAGEO NORTH AMERICA INC   
22_SHARNWICK_1232,22,1232,Jack Daniels No 7 Black,750mL,1,22.99,22.99,1/12/2016,750,1,0.79,1128,BROWN-FORMAN CORP          
76_DONCASTER_9028,76,9028,Prairie Organic Gin,750mL,2,31.98,15.99,1/11/2016,750,1,1.57,9206,PHILLIPS PRODUCTS CO.      
31_HORNSEY_6479,31,6479,Clos du Bois Chard,750mL,1,9.99,9.99,1/14/2016,750,2,0.11,1392,CONSTELLATION BRANDS INC   
79_BALLYMENA_35088,79,35088,Newport Vyds Great White RI,750mL,1,9.99,9.99,1/20/2016,750,2,0.11,7153,PINE STATE TRADING CO      
18_FURNESS_5101,18,5101,Dr McGillicuddy's Mentholmnt,750mL,1,13.99,13.99,2/27/2016,750,1,0.79,8004,SAZERAC CO INC             
54_GUTHRAM_35666,54,35666,Redwood Creek Chard Cal,1.5L,2,19.98,9.99,1/28/2016,1500,2,0.45,3252,E & J GALLO WINERY         
15_WANBORNE_15264,15,15264,Bridlewood Cab Svgn,750mL,1,13.99,13.99,2/7/2016,750,2,0.11,3252,E & J GALLO WINERY         
6_GOULCREST_24829,6,24829,Cecchi Chianti Classico,750mL,1,10.99,10.99,1/19/2016,750,2,0.11,9165,ULTRA BEVERAGE COMPANY LLP 
10_HORNSEY_17100,10,17100,Z-52 Znfdl Lodi Old Vines,750mL,1,7.99,7.99,1/14/2016,750,2,0.11,9165,ULTRA BEVERAGE COMPANY LLP 
68_SOLARIS_5197,68,5197,Southern Comfort,375mL,1,7.99,7.99,1/14/2016,375,1,0.39,1128,BROWN-FORMAN CORP          
43_WOLFORD_4916,43,4916,Mr Boston Coffee Brandy,1.75L,6,59.94,9.99,1/3/2016,1750,1,11.02,660,SAZERAC NORTH AMERICA INC. 
45_VERITAS_5490,45,5490,DeKuyper Hot Damn Cinnamon,50mL,2,1.98,0.99,1/15/2016,50,1,0.1,12546,JIM BEAM BRANDS COMPANY    
67_EANVERNESS_46422,67,46422,Hob Nob Chard,750mL,1,9.99,9.99,1/30/2016,750,2,0.11,4425,MARTIGNETTI COMPANIES
73_DONCASTER_2145,73,2145,WolfHound Irish Whiskey,750mL,1,17.99,17.99,1/23/2016,750,1,0.79,7153,PINE STATE TRADING CO      
24_PALPERROTH_3802,24,3802,Three Olives Vodka,1.75L,3,56.97,18.99,1/2/2016,1750,1,5.51,7245,PROXIMO SPIRITS INC.       
55_DRY GULCH_8790,55,8790,Bolla Valpolicella,1.5L,1,12.99,12.99,1/30/2016,1500,2,0.22,516,BANFI PRODUCTS CORP        
72_HARDERSFIELD_700,72,700,Hiram Walker Cr de Cacao Br,Liter,1,8.29,8.29,1/22/2016,1000,1,1.05,17035,PERNOD RICARD USA          
39_EASTHALLOW_8159,39,8159,Jose Cuervo Especial,1.75L,1,25.99,25.99,1/6/2016,1750,1,1.84,7245,PROXIMO SPIRITS INC.       
43_WOLFORD_3500,43,3500,Tito's Handmade Vodka,50mL,1,1.99,1.99,1/13/2016,50,1,0.05,4425,MARTIGNETTI COMPANIES
32_MOUNTMEND_37731,32,37731,Corbett Canyon Chard,3L,1,12.99,12.99,1/12/2016,3000,2,0.45,9815,WINE GROUP INC             
75_BARNCOMBE_822,75,822,Tanqueray,Liter,1,26.99,26.99,1/19/2016,1000,1,1.05,3960,DIAGEO NORTH AMERICA INC   
56_BEGGAR'S HOLE_3246,56,3246,Bentley's Vodka,1.75L,2,17.58,8.79,1/18/2016,1750,1,3.67,8004,SAZERAC CO INC             
1_HARDERSFIELD_8470,1,8470,1800 Reposado Gold Tequila,50mL,3,8.37,2.79,1/25/2016,50,1,0.16,7245,PROXIMO SPIRITS INC.       
41_LARNWICK_5316,41,5316,Amaretto DiSaronno,50mL,1,2.29,2.29,1/26/2016,50,1,0.05,2555,DISARONNO INTERNATIONAL LLC
67_EANVERNESS_46119,67,46119,Phillips Lust Znfdl Lodi,750mL,1,54.99,54.99,1/10/2016,750,2,0.11,4425,MARTIGNETTI COMPANIES
42_BLACK HOLLOW_8236,42,8236,Jim Beam,50mL,3,4.47,1.49,1/6/2016,50,1,0.16,12546,JIM BEAM BRANDS COMPANY    
22_SHARNWICK_4194,22,4194,Calico Jack Coconut Rum,1.75L,2,25.98,12.99,1/20/2016,1750,1,3.67,12546,JIM BEAM BRANDS COMPANY    
73_DONCASTER_4089,73,4089,Capt Morgan White,1.75L,2,49.98,24.99,1/7/2016,1750,1,3.67,3960,DIAGEO NORTH AMERICA INC   
73_DONCASTER_16310,73,16310,Mollydooker Scooter Merlot,750mL,3,77.97,25.99,1/3/2016,750,2,0.34,90047,CRUSH WINES                
34_PITMERDEN_8822,34,8822,Absolut 80 Proof,50mL,7,13.93,1.99,1/17/2016,50,1,0.37,17035,PERNOD RICARD USA          
69_MOUNTMEND_6312,69,6312,Gallo Twin Valley Svgn Bl Ca,1.5L,3,29.97,9.99,1/20/2016,1500,2,0.68,3252,E & J GALLO WINERY         
56_BEGGAR'S HOLE_40096,56,40096,Black Box Cab Svgn,3L,1,26.99,26.99,1/12/2016,3000,2,0.45,1392,CONSTELLATION BRANDS INC   
34_PITMERDEN_11529,34,11529,Benvolio Pnt Grigio Friuli,750mL,1,5.79,5.79,1/20/2016,750,2,0.11,9552,M S WALKER INC             
76_DONCASTER_3025,76,3025,Ciroc Snap Frost Vodka,375mL,1,11.99,11.99,1/15/2016,375,1,0.39,3960,DIAGEO NORTH AMERICA INC   
60_IRRAGIN_24771,60,24771,Les Darons Lang J Carrel Rou,750mL,1,12.99,12.99,1/17/2016,750,2,0.11,10754,PERFECTA WINES             
16_LUNDY_38133,16,38133,Il Bastardo Sangiovese Tosc,750mL,3,23.97,7.99,2/6/2016,750,2,0.34,10754,PERFECTA WINES             
